,tipo,barrio,sup_cubierta,piso,habs,precio
5139,apartment,Caballito,59.0,14,2,230197.0
5140,apartment,Caballito,90.0,14,2,315338.0
5141,apartment,Caballito,24.0,14,1,78833.0
5142,apartment,Centro / Microcentro,34.0,21,1,211546.0
5143,apartment,Tribunales,24.0,1,1,86771.0
5144,apartment,Recoleta,150.0,1,5,370000.0
5145,apartment,Recoleta,71.0,1,3,395000.0
5146,apartment,Congreso,58.0,18,3,202969.0
5147,apartment,Congreso,40.0,18,2,145615.0
5148,apartment,Barrio Norte,113.0,3,3,250000.0
5149,house,Flores,20.0,0,6,269000.0
5150,apartment,San Cristobal,52.0,1,3,72000.0
5151,apartment,Belgrano,30.0,2,1,108000.0
5152,apartment,Palermo,110.0,5,4,275000.0
5153,apartment,Centro / Microcentro,35.0,14,2,108000.0
5154,apartment,Almagro,25.0,5,1,75000.0
5155,apartment,Palermo,65.0,2,3,220000.0
5156,apartment,Palermo,65.0,2,3,270000.0
5157,apartment,Caballito,44.0,8,2,138873.0
5158,apartment,Caballito,35.0,7,1,100945.0
5159,apartment,Tribunales,30.0,1,1,79000.0
5160,apartment,Tribunales,30.0,1,1,79000.0
5161,apartment,Barrio Norte,57.0,1,4,125000.0
5162,house,Caballito,300.0,0,4,440000.0
5163,apartment,Recoleta,39.0,1,2,218000.0
5164,apartment,Caballito,148.0,4,4,455000.0
5165,apartment,Recoleta,103.0,1,4,300000.0
5166,apartment,Congreso,82.0,4,4,172000.0
5167,apartment,Recoleta,155.0,5,4,420000.0
5168,apartment,Recoleta,155.0,5,4,420000.0
5169,house,Saavedra,230.0,0,7,420000.0
5170,apartment,Caballito,60.0,10,3,163000.0
5171,apartment,Puerto Madero,196.0,46,3,1500000.0
5172,apartment,Belgrano,87.0,1,4,245000.0
5173,apartment,Caballito,35.0,1,2,95000.0
5174,apartment,Almagro,39.0,2,2,95000.0
5175,apartment,Caballito,35.0,1,2,95000.0
5176,apartment,San Cristobal,33.0,1,1,58000.0
5177,apartment,San Cristobal,29.0,2,1,55000.0
5178,apartment,San Cristobal,29.0,2,1,75000.0
5179,apartment,Retiro,83.0,1,4,160000.0
5180,PH,Villa Lugano,52.0,0,2,97500.0
5181,apartment,Palermo,138.0,6,4,328000.0
5182,apartment,Villa Devoto,76.0,4,3,155000.0
5183,apartment,Barrio Norte,50.0,1,2,88000.0
5184,apartment,Belgrano,40.0,16,2,130000.0
5185,apartment,Palermo,40.0,5,1,116000.0
5186,PH,Versalles,260.0,0,7,438000.0
5187,house,Versalles,260.0,0,7,438000.0
5188,house,Caballito,20.0,0,6,500000.0
5189,apartment,Palermo Chico,150.0,5,4,498000.0
5190,apartment,Monte Castro,50.0,4,3,100000.0
5191,PH,Barracas,193.0,1,7,690000.0
5192,apartment,Caballito,78.0,2,3,170000.0
5193,apartment,Recoleta,86.0,3,3,215000.0
5194,apartment,Almagro,50.0,11,2,144000.0
5195,apartment,Parque Avellaneda,55.0,5,3,96500.0
5196,apartment,Flores,45.0,2,2,72000.0
5197,apartment,Villa Devoto,40.0,1,2,120000.0
5198,apartment,Barrio Norte,81.0,1,3,195000.0
5199,PH,Capital Federal,55.0,0,1,165000.0
5200,PH,Monserrat,37.0,0,2,72000.0
5201,apartment,Liniers,60.0,3,3,115000.0
5202,apartment,Liniers,180.0,1,5,250000.0
5203,apartment,Puerto Madero,200.0,46,4,1300000.0
5204,apartment,San Telmo,31.0,1,1,99900.0
5205,PH,Recoleta,62.0,0,4,209000.0
5206,PH,Belgrano,120.0,0,5,380000.0
5207,apartment,Barrio Norte,52.0,2,3,145000.0
5208,house,Belgrano,120.0,0,2,380000.0
5209,apartment,Balvanera,39.0,9,2,85000.0
5210,apartment,Liniers,32.0,1,1,80000.0
5211,apartment,Belgrano,110.0,9,4,295000.0
5212,apartment,Balvanera,46.0,3,3,148000.0
5213,apartment,Palermo,75.0,2,2,350000.0
5214,apartment,Once,84.0,2,3,109500.0
5215,apartment,Recoleta,189.0,1,6,468000.0
5216,apartment,Barracas,34.0,2,3,92000.0
5217,apartment,Palermo,23.0,8,1,76000.0
5218,apartment,Belgrano,86.0,14,3,290000.0
5219,apartment,Colegiales,60.0,7,3,134000.0
5220,apartment,Belgrano,171.0,22,5,698000.0
5221,apartment,Villa Crespo,40.0,5,2,143601.0
5222,apartment,Flores,53.0,1,3,121000.0
5223,apartment,Belgrano,100.0,5,4,325000.0
5224,apartment,Caballito,100.0,4,4,263000.0
5225,house,San Cristobal,187.0,0,5,312000.0
5226,apartment,Palermo,51.0,5,2,167000.0
5227,PH,Caballito,97.0,0,4,240000.0
5228,apartment,Paternal,40.0,3,2,76000.0
5229,apartment,Villa del Parque,127.0,1,4,295000.0
5230,apartment,Villa del Parque,127.0,1,4,295000.0
5231,apartment,Caballito,58.0,2,3,175000.0
5232,PH,Parque Centenario,105.0,0,3,215000.0
5233,PH,Almagro,105.0,0,3,215000.0
5234,PH,Almagro,105.0,0,4,215000.0
5235,PH,Parque Centenario,105.0,0,4,215000.0
5236,apartment,Parque Centenario,44.0,7,2,125000.0
5237,apartment,Almagro,44.0,7,2,125000.0
5238,apartment,Villa Crespo,44.0,7,2,125000.0
5239,apartment,Parque Centenario,44.0,7,2,125000.0
5240,apartment,Almagro,44.0,7,2,125000.0
5241,apartment,Villa Crespo,44.0,7,2,125000.0
5242,apartment,Villa Crespo,48.0,7,3,137000.0
5243,apartment,Villa Crespo,48.0,7,3,137000.0
5244,apartment,Palermo,59.0,2,3,129500.0
5245,PH,Palermo,59.0,2,3,129500.0
5246,PH,Villa Crespo,59.0,2,3,129500.0
5247,PH,Villa Crespo,59.0,2,3,129500.0
5248,apartment,Palermo,59.0,2,3,129500.0
5249,PH,Palermo,59.0,2,3,129500.0
5250,PH,Villa Crespo,59.0,2,3,129500.0
5251,apartment,Almagro,28.0,1,2,69000.0
5252,apartment,Recoleta,28.0,1,2,69000.0
5253,apartment,Almagro,28.0,1,2,69000.0
5254,apartment,Recoleta,28.0,1,2,69000.0
5255,apartment,Parque Centenario,48.0,7,3,137000.0
5256,apartment,Caballito,48.0,7,3,137000.0
5257,apartment,Parque Centenario,48.0,7,3,137000.0
5258,apartment,Palermo,78.0,7,4,315000.0
5259,apartment,Las Cañitas,51.0,3,2,260000.0
5260,apartment,Barrio Norte,30.0,8,1,75000.0
5261,apartment,Mataderos,208.0,1,3,215000.0
5262,PH,Liniers,43.0,0,2,129000.0
5263,apartment,Mataderos,49.0,1,4,73000.0
5264,apartment,Villa Luro,43.0,7,2,140000.0
5265,apartment,Villa Luro,43.0,7,2,160000.0
5266,apartment,Belgrano,54.0,1,3,119000.0
5267,PH,Belgrano,180.0,0,4,395000.0
5268,PH,Palermo,180.0,0,4,395000.0
5269,PH,Belgrano,180.0,0,5,395000.0
5270,PH,Palermo,180.0,0,5,395000.0
5271,apartment,Recoleta,306.0,1,4,2200000.0
5272,apartment,Retiro,306.0,1,4,2200000.0
5273,apartment,Barrio Norte,306.0,1,5,2200000.0
5274,apartment,Retiro,306.0,1,5,2200000.0
5275,apartment,Recoleta,306.0,1,5,2200000.0
5276,apartment,Almagro,44.0,1,2,125000.0
5277,house,Villa Devoto,300.0,0,5,480000.0
5278,apartment,Barrio Norte,120.0,3,3,340000.0
5279,apartment,Belgrano,31.0,2,1,119000.0
5280,apartment,Palermo,125.0,11,4,640000.0
5281,apartment,Barrio Norte,27.0,2,1,72000.0
5282,apartment,Parque Patricios,50.0,3,3,122000.0
5283,apartment,Centro / Microcentro,72.0,1,3,110000.0
5284,apartment,Colegiales,50.0,2,1,125000.0
5285,apartment,Nuñez,38.0,2,2,105000.0
5286,apartment,Belgrano,38.0,2,2,105000.0
5287,apartment,Palermo,31.0,13,2,110000.0
5288,apartment,Belgrano,31.0,13,2,110000.0
5289,apartment,Villa Ortuzar,33.0,6,2,105000.0
5290,apartment,Palermo,32.0,1,1,93000.0
5291,PH,Palermo,60.0,2,3,187000.0
5292,PH,Palermo,98.0,0,3,210000.0
5293,PH,Balvanera,153.0,0,4,138000.0
5294,PH,Almagro,153.0,0,4,138000.0
5295,apartment,Palermo,49.0,1,2,229500.0
5296,apartment,Palermo Hollywood,49.0,1,2,229500.0
5297,apartment,Belgrano,33.0,4,1,116815.0
5298,apartment,Belgrano,30.0,4,1,111400.0
5299,apartment,Belgrano,30.0,3,1,109500.0
5300,apartment,Saavedra,42.0,2,2,130000.0
5301,apartment,Balvanera,42.0,5,2,106000.0
5302,apartment,Balvanera,42.0,8,2,125000.0
5303,apartment,Caballito,74.0,4,4,155000.0
5304,apartment,Flores,130.0,6,4,250000.0
5305,apartment,Once,55.0,1,3,100000.0
5306,apartment,Balvanera,81.0,4,3,157000.0
5307,apartment,Flores,25.0,4,1,54300.0
5308,apartment,Caballito,64.0,3,3,172000.0
5309,apartment,Caballito,46.0,2,2,138000.0
5310,apartment,Caballito,50.0,7,2,178000.0
5311,apartment,Balvanera,39.0,3,2,79000.0
5312,apartment,Barrio Norte,116.0,2,5,270000.0
5313,apartment,Caballito,63.0,2,3,175000.0
5314,apartment,San Cristobal,82.0,8,4,175000.0
5315,PH,Paternal,50.0,3,2,110000.0
5316,apartment,Caballito,38.0,4,1,125000.0
5317,apartment,Caballito,50.0,6,2,140000.0
5318,apartment,Villa Urquiza,90.0,4,4,345000.0
5319,apartment,Villa Devoto,27.0,2,1,70000.0
5320,PH,Boedo,100.0,0,3,190000.0
5321,apartment,Belgrano,45.0,1,2,150000.0
5322,PH,Almagro,124.0,0,4,230000.0
5323,apartment,Flores,190.0,2,5,395000.0
5324,PH,Villa Crespo,156.0,0,2,380000.0
5325,house,Chacarita,121.0,0,4,210000.0
5326,apartment,Almagro,80.0,1,4,270000.0
5327,apartment,Balvanera,145.0,1,5,450000.0
5328,apartment,Las Cañitas,160.0,1,4,585000.0
5329,apartment,Belgrano,160.0,1,4,585000.0
5330,apartment,Palermo,160.0,1,4,585000.0
5331,apartment,Palermo,33.0,1,1,125000.0
5332,apartment,Palermo,33.0,1,1,155000.0
5333,PH,Palermo Hollywood,130.0,0,4,399500.0
5334,apartment,Belgrano,27.0,1,2,79500.0
5335,apartment,Congreso,67.0,1,3,119500.0
5336,apartment,Villa Devoto,120.0,8,3,280000.0
5337,apartment,Belgrano,63.0,3,2,265000.0
5338,apartment,Palermo,33.0,3,1,115000.0
5339,apartment,Palermo Soho,33.0,3,1,115000.0
5340,apartment,Villa Crespo,33.0,3,1,115000.0
5341,apartment,Villa Crespo,30.0,5,1,86000.0
5342,apartment,Flores,55.0,5,3,91000.0
5343,apartment,Almagro,80.0,9,3,180000.0
5344,apartment,Flores,55.0,5,3,91000.0
5345,apartment,Parque Chacabuco,76.0,7,3,169500.0
5346,apartment,Flores,34.0,6,1,72000.0
5347,apartment,Flores,35.0,1,2,78000.0
5348,apartment,Flores,45.0,2,3,90000.0
5349,apartment,Flores,91.0,7,3,240000.0
5350,apartment,Flores,30.0,3,1,65000.0
5351,house,Floresta,75.0,0,3,147000.0
5352,apartment,Nuñez,42.0,4,2,165000.0
5353,apartment,Barrio Norte,110.0,27,3,480000.0
5354,apartment,Once,38.0,5,2,73000.0
5355,apartment,Balvanera,38.0,5,2,73000.0
5356,apartment,Boedo,23.0,1,1,56000.0
5357,PH,Mataderos,190.0,0,4,160000.0
5358,house,Parque Avellaneda,257.0,0,7,470000.0
5359,apartment,Liniers,105.0,1,3,200000.0
5360,PH,Paternal,69.0,0,3,226000.0
5361,PH,Barrio Norte,100.0,0,4,270000.0
5362,house,Velez Sarsfield,305.0,0,5,439000.0
5363,house,Belgrano,84.0,0,4,465000.0
5364,apartment,Belgrano,128.0,20,5,445000.0
5365,PH,San Nicolás,40.0,0,1,110000.0
5366,apartment,Balvanera,122.0,4,4,189000.0
5367,apartment,Villa Crespo,35.0,9,1,94900.0
5368,PH,Flores,225.0,0,4,158000.0
5369,PH,Balvanera,120.0,0,5,215000.0
5370,PH,Villa Devoto,72.0,0,3,169000.0
5371,apartment,Villa Devoto,36.0,3,1,92000.0
5372,apartment,Almagro,70.0,1,2,145000.0
5373,apartment,Palermo,86.0,8,4,299000.0
5374,house,Parque Chacabuco,152.0,0,4,385000.0
5375,PH,Villa del Parque,65.0,0,3,120000.0
5376,PH,Almagro,126.0,0,6,275000.0
5377,apartment,Villa del Parque,51.0,1,2,180000.0
5378,PH,Pompeya,90.0,0,4,145000.0
5379,apartment,Palermo,34.0,2,1,85000.0
5380,apartment,Villa del Parque,48.0,15,3,109000.0
5381,apartment,Floresta,32.0,3,2,65000.0
5382,apartment,Recoleta,160.0,4,4,334000.0
5383,apartment,Villa Riachuelo,60.0,12,3,85000.0
5384,apartment,Nuñez,59.0,3,2,131900.0
5385,apartment,Recoleta,180.0,6,5,565000.0
5386,apartment,Paternal,56.0,7,3,128500.0
5387,apartment,Villa Luro,48.0,17,2,89000.0
5388,apartment,Liniers,33.0,1,2,55000.0
5389,apartment,Palermo,37.0,9,1,120000.0
5390,apartment,Belgrano,128.0,1,4,530000.0
5391,house,Belgrano,320.0,0,4,350000.0
5392,apartment,Floresta,88.0,3,4,110000.0
5393,apartment,Palermo,80.0,15,3,480000.0
5394,apartment,Villa Crespo,38.0,1,2,135000.0
5395,apartment,Villa Ortuzar,50.0,5,3,135000.0
5396,PH,Mataderos,21.0,0,1,48000.0
5397,house,Villa Lugano,100.0,0,4,170000.0
5398,house,Coghlan,240.0,0,3,620000.0
5399,apartment,Villa Urquiza,105.0,15,4,385000.0
5400,PH,Capital Federal,110.0,0,3,150000.0
5401,house,Capital Federal,238.0,0,4,315000.0
5402,apartment,Palermo Viejo,104.0,5,2,390000.0
5403,house,Capital Federal,371.0,0,4,640000.0
5404,house,Capital Federal,75.0,0,2,260000.0
5405,house,Capital Federal,50.0,0,2,140000.0
5406,apartment,Almagro,40.0,9,2,80000.0
5407,PH,Villa Real,75.0,0,3,165000.0
5408,apartment,Villa Crespo,29.0,20,4,97000.0
5409,apartment,Villa Crespo,42.0,20,4,161000.0
5410,apartment,Caballito,57.0,1,3,141999.0
5411,house,Villa Urquiza,230.0,0,5,345000.0
5412,apartment,San Cristobal,31.0,13,1,69000.0
5413,PH,Boedo,20.0,0,3,165000.0
5414,apartment,Palermo,234.0,10,5,860000.0
5415,PH,Caballito,41.0,0,2,118000.0
5416,apartment,Flores,76.0,3,3,145000.0
5417,PH,Parque Avellaneda,20.0,0,5,189000.0
5418,house,Colegiales,123.0,0,4,259000.0
5419,house,Belgrano,300.0,0,5,895000.0
5420,apartment,Saavedra,45.0,1,2,137000.0
5421,apartment,Monserrat,68.0,1,3,129000.0
5422,apartment,Palermo,87.0,2,4,265000.0
5423,apartment,Retiro,31.0,11,1,83000.0
5424,apartment,Flores,45.0,4,2,110000.0
5425,apartment,Flores,45.0,4,2,106000.0
5426,apartment,Flores,45.0,4,2,106000.0
5427,apartment,Flores,45.0,4,2,110000.0
5428,apartment,Barrio Norte,158.0,2,4,320000.0
5429,apartment,Almagro,26.0,1,1,57900.0
5430,house,Villa Lugano,120.0,0,3,150000.0
5431,apartment,Villa General Mitre,46.0,14,3,109000.0
5432,apartment,Palermo,70.0,6,3,157000.0
5433,apartment,Villa Soldati,80.0,3,4,48000.0
5434,house,Mataderos,118.0,0,5,240000.0
5435,apartment,Recoleta,240.0,1,4,699000.0
5436,apartment,Recoleta,130.0,11,4,448000.0
5437,apartment,Puerto Madero,92.0,1,2,510000.0
5438,apartment,Belgrano,328.0,1,5,440000.0
5439,apartment,Villa Urquiza,60.0,3,2,175000.0
5440,PH,Villa Urquiza,62.0,0,3,154000.0
5441,PH,Palermo,130.0,0,3,650000.0
5442,apartment,Palermo,189.0,6,5,589000.0
5443,apartment,Las Cañitas,128.0,1,4,498000.0
5444,apartment,Barrio Norte,27.0,1,2,80000.0
5445,apartment,Saavedra,123.0,1,4,230000.0
5446,apartment,Flores,37.0,10,2,90000.0
5447,apartment,Belgrano,53.0,2,2,143000.0
5448,apartment,Villa Crespo,40.0,9,1,125000.0
5449,apartment,Villa Luro,44.0,6,2,112000.0
5450,apartment,Balvanera,21.0,3,1,52000.0
5451,apartment,Recoleta,100.0,1,4,250000.0
5452,apartment,Villa Luro,44.0,6,2,118000.0
5453,apartment,Barrio Norte,100.0,1,4,250000.0
5454,house,San Cristobal,384.0,0,1,479000.0
5455,PH,Caballito,88.0,0,4,240000.0
5456,apartment,San Nicolás,90.0,6,4,179000.0
5457,house,Caballito,274.0,0,5,590000.0
5458,PH,Caballito,61.0,0,3,145000.0
5459,apartment,Barrio Norte,85.0,1,3,279000.0
5460,house,Flores,254.0,0,4,590000.0
5461,apartment,Villa del Parque,197.0,4,3,220000.0
5462,PH,Balvanera,56.0,0,3,130000.0
5463,apartment,Palermo,41.0,2,1,105000.0
5464,apartment,Chacarita,39.0,1,3,120000.0
5465,PH,Villa Urquiza,228.0,0,5,408000.0
5466,house,Capital Federal,350.0,0,2,490000.0
5467,house,Capital Federal,292.0,0,4,490000.0
5468,house,Capital Federal,160.0,0,3,270000.0
5469,apartment,Palermo,70.0,8,3,245000.0
5470,house,Capital Federal,200.0,0,3,315000.0
5471,apartment,Capital Federal,75.0,1,3,245000.0
5472,apartment,Palermo,56.0,1,3,270000.0
5473,apartment,Once,65.0,5,2,85000.0
5474,apartment,Flores,37.0,12,1,73000.0
5475,apartment,Almagro,51.0,8,1,124000.0
5476,apartment,Recoleta,133.0,1,4,640000.0
5477,apartment,Palermo,58.0,1,3,125000.0
5478,apartment,Villa del Parque,37.0,4,2,75000.0
5479,apartment,Villa Crespo,66.0,4,4,165000.0
5480,apartment,Almagro,102.0,3,4,198000.0
5481,apartment,Almagro,69.0,2,3,175829.0
5482,apartment,Almagro,68.0,1,3,183948.0
5483,apartment,Villa Crespo,66.0,4,4,165000.0
5484,apartment,Villa Crespo,71.0,1,4,155000.0
5485,apartment,Palermo,17.0,2,1,65000.0
5486,PH,San Telmo,76.0,0,3,150000.0
5487,apartment,Palermo,40.0,7,2,108000.0
5488,apartment,Palermo Hollywood,40.0,7,2,108000.0
5489,apartment,Villa Crespo,37.0,3,2,76000.0
5490,apartment,Caballito,50.0,1,3,123000.0
5491,apartment,Villa Santa Rita,34.0,7,2,60000.0
5492,apartment,Balvanera,65.0,4,3,135000.0
5493,apartment,Flores,63.0,7,3,185000.0
5494,apartment,Flores,70.0,4,3,170000.0
5495,PH,Villa Urquiza,59.0,0,3,170000.0
5496,PH,Flores,183.0,0,4,315000.0
5497,house,Boedo,350.0,0,6,650000.0
5498,apartment,Caballito,71.0,8,3,240000.0
5499,apartment,Recoleta,265.0,26,4,850000.0
5500,apartment,Recoleta,265.0,26,5,850000.0
5501,house,Belgrano,471.0,0,7,595000.0
5502,apartment,Centro / Microcentro,65.0,1,3,119500.0
5503,apartment,Parque Chacabuco,72.0,10,3,159000.0
5504,PH,Villa del Parque,70.0,0,4,170000.0
5505,apartment,Caballito,66.0,1,3,179000.0
5506,PH,Villa Urquiza,51.0,0,4,155000.0
5507,apartment,Floresta,88.0,5,4,118000.0
5508,apartment,Balvanera,71.0,4,3,116000.0
5509,apartment,Constitución,38.0,9,2,73000.0
5510,PH,Palermo,78.0,0,2,160000.0
5511,apartment,Palermo,100.0,14,5,280000.0
5512,apartment,Palermo Soho,100.0,14,5,280000.0
5513,apartment,Palermo Viejo,100.0,14,5,280000.0
5514,apartment,Centro / Microcentro,33.0,1,1,61000.0
5515,apartment,Palermo,22.0,4,1,105000.0
5516,PH,Villa Urquiza,130.0,0,4,255000.0
5517,apartment,Belgrano,128.0,1,4,498000.0
5518,apartment,Belgrano,46.0,9,2,153000.0
5519,apartment,Belgrano,46.0,9,2,156000.0
5520,apartment,Belgrano,46.0,9,1,181000.0
5521,apartment,Belgrano,60.0,1,2,235000.0
5522,PH,Palermo,59.0,0,3,140000.0
5523,PH,Palermo,59.0,0,3,140000.0
5524,apartment,Belgrano,79.0,3,3,305000.0
5525,apartment,Palermo,32.0,8,2,95000.0
5526,apartment,Villa Santa Rita,70.0,8,3,168000.0
5527,apartment,Palermo,55.0,10,3,189000.0
5528,PH,Mataderos,65.0,0,3,120000.0
5529,house,Parque Chacabuco,179.0,0,4,350000.0
5530,apartment,Saavedra,35.0,1,1,95000.0
5531,apartment,Once,65.0,5,2,85000.0
5532,apartment,Once,65.0,5,2,85000.0
5533,house,Saavedra,160.0,0,3,300000.0
5534,apartment,Saavedra,72.0,7,4,184000.0
5535,apartment,Puerto Madero,141.0,30,4,1229550.0
5536,apartment,Balvanera,65.0,5,2,85000.0
5537,apartment,Pompeya,45.0,2,2,48500.0
5538,apartment,Pompeya,45.0,2,2,48500.0
5539,house,Capital Federal,350.0,0,2,590000.0
5540,house,Capital Federal,320.0,0,3,490000.0
5541,apartment,Nuñez,60.0,20,3,180000.0
5542,apartment,Balvanera,54.0,2,2,92500.0
5543,apartment,Palermo,50.0,1,2,120000.0
5544,apartment,Recoleta,116.0,4,4,315000.0
5545,apartment,Palermo,83.0,1,2,165000.0
5546,apartment,Palermo,66.0,2,3,137000.0
5547,apartment,Flores,35.0,2,1,65000.0
5548,PH,Barracas,54.0,1,3,115500.0
5549,house,Villa Ortuzar,275.0,0,6,589000.0
5550,apartment,Palermo,170.0,4,4,499000.0
5551,apartment,Monserrat,36.0,2,1,83300.0
5552,house,Mataderos,130.0,0,3,220000.0
5553,apartment,Belgrano,134.0,1,4,410000.0
5554,apartment,Almagro,58.0,2,3,130000.0
5555,apartment,Villa del Parque,69.0,5,3,140000.0
5556,apartment,Caballito,37.0,1,2,98000.0
5557,apartment,Palermo,94.0,1,4,265000.0
5558,PH,Parque Avellaneda,84.0,0,4,90000.0
5559,PH,San Cristobal,20.0,0,3,118000.0
5560,house,Versalles,100.0,0,4,235000.0
5561,apartment,Belgrano,150.0,1,4,420000.0
5562,apartment,Barrio Norte,165.0,1,5,615000.0
5563,apartment,Saavedra,35.0,2,1,98000.0
5564,apartment,Saavedra,35.0,3,1,127000.0
5565,apartment,Palermo,144.0,2,3,863000.0
5566,apartment,Barrio Norte,177.0,10,5,710000.0
5567,house,Floresta,160.0,0,4,310000.0
5568,house,Parque Patricios,280.0,0,4,460000.0
5569,PH,Paternal,175.0,0,5,290000.0
5570,PH,Mataderos,38.0,0,2,62000.0
5571,house,Caballito,246.0,0,4,485000.0
5572,PH,Villa Devoto,56.0,0,3,127000.0
5573,apartment,Flores,75.0,4,4,123000.0
5574,apartment,Palermo Hollywood,59.0,4,2,202253.0
5575,apartment,Barrio Norte,80.0,1,4,209900.0
5576,apartment,Caballito,43.0,6,1,105000.0
5577,apartment,Recoleta,37.0,5,2,113000.0
5578,apartment,Balvanera,47.0,1,2,70000.0
5579,apartment,Recoleta,135.0,5,4,430000.0
5580,apartment,Barracas,33.0,8,1,69900.0
5581,apartment,Caballito,96.0,3,3,170000.0
5582,house,Villa Pueyrredón,170.0,0,5,285000.0
5583,apartment,Balvanera,44.0,10,3,84500.0
5584,apartment,Parque Avellaneda,91.0,7,2,128000.0
5585,store,Pompeya,20.0,0,3,274000.0
5586,apartment,Caballito,129.0,1,3,310000.0
5587,apartment,Almagro,132.0,14,3,300000.0
5588,apartment,Coghlan,59.0,3,3,99900.0
5589,apartment,Belgrano,151.0,1,3,235000.0
5590,apartment,Recoleta,174.0,17,4,740000.0
5591,apartment,San Cristobal,82.0,2,4,137000.0
5592,apartment,Palermo,49.0,2,2,172000.0
5593,apartment,Nuñez,282.0,7,5,480000.0
5594,apartment,Balvanera,48.0,2,2,79000.0
5595,apartment,Villa Urquiza,73.0,7,3,179000.0
5596,apartment,Caballito,136.0,1,4,389500.0
5597,PH,Colegiales,66.0,0,3,190000.0
5598,apartment,Almagro,75.0,3,3,140000.0
5599,apartment,Palermo,67.0,14,3,262000.0
5600,apartment,Palermo,56.0,1,2,192000.0
5601,apartment,Villa del Parque,91.0,4,4,210000.0
5602,house,Versalles,20.0,0,5,370000.0
5603,PH,Flores,72.0,0,3,146000.0
5604,apartment,Villa Urquiza,66.0,2,3,172000.0
5605,apartment,Flores,61.0,2,3,123000.0
5606,apartment,Belgrano,53.0,1,2,175000.0
5607,apartment,Constitución,115.0,1,6,85000.0
5608,apartment,Flores,56.0,9,3,130000.0
5609,apartment,Retiro,47.0,5,2,95000.0
5610,PH,Belgrano,97.0,0,5,220000.0
5611,apartment,Recoleta,102.0,7,4,295000.0
5612,apartment,Caballito,64.0,2,3,109900.0
5613,apartment,Almagro,25.0,2,1,53000.0
5614,apartment,Palermo,50.0,6,2,125000.0
5615,PH,Palermo,360.0,0,4,895000.0
5616,apartment,Recoleta,42.0,6,1,117000.0
5617,apartment,Belgrano,144.0,8,4,440000.0
5618,apartment,Belgrano,150.0,8,4,420000.0
5619,apartment,Recoleta,53.0,1,2,130000.0
5620,PH,Villa Devoto,20.0,0,5,220000.0
5621,apartment,Villa Urquiza,211.0,4,5,550000.0
5622,apartment,Villa Urquiza,74.0,4,3,198000.0
5623,apartment,Caballito,26.0,4,1,74400.0
5624,house,Villa Lugano,20.0,0,3,210000.0
5625,apartment,Recoleta,33.0,1,1,88000.0
5626,apartment,Caballito,96.0,5,3,215000.0
5627,store,Recoleta,64.0,0,1,120000.0
5628,apartment,Villa Lugano,55.0,7,3,85000.0
5629,apartment,Constitución,115.0,1,4,120000.0
5630,apartment,San Cristobal,92.0,6,4,175000.0
5631,apartment,Recoleta,64.0,2,3,179000.0
5632,apartment,Palermo,28.0,1,1,89000.0
5633,apartment,Caballito,108.0,7,4,227000.0
5634,PH,Villa del Parque,20.0,1,4,248000.0
5635,house,Coghlan,389.0,0,6,597000.0
5636,apartment,Belgrano,47.0,4,2,147000.0
5637,apartment,San Telmo,79.0,3,4,165000.0
5638,house,Palermo,175.0,0,4,515000.0
5639,apartment,San Telmo,50.0,4,2,174000.0
5640,apartment,Balvanera,61.0,2,3,125000.0
5641,house,Palermo,20.0,0,6,619000.0
5642,apartment,Congreso,131.0,8,4,210000.0
5643,PH,Chacarita,95.0,0,4,259000.0
5644,apartment,Caballito,88.0,2,3,139000.0
5645,apartment,Belgrano,42.0,2,2,94900.0
5646,apartment,Belgrano,341.0,1,4,490000.0
5647,house,Monte Castro,140.0,0,3,299000.0
5648,apartment,Flores,284.0,1,4,610000.0
5649,PH,Monte Castro,20.0,0,4,240000.0
5650,PH,Flores,122.0,0,4,196000.0
5651,PH,Flores,122.0,0,4,198000.0
5652,PH,Monserrat,133.0,0,1,160000.0
5653,PH,Paternal,60.0,0,3,158000.0
5654,apartment,Palermo Soho,77.0,17,3,438000.0
5655,apartment,Palermo Soho,51.0,17,2,225000.0
5656,apartment,Palermo Soho,77.0,17,3,440000.0
5657,apartment,Barrio Norte,67.0,13,3,240000.0
5658,apartment,Palermo,67.0,13,3,240000.0
5659,apartment,Barracas,62.0,1,3,188000.0
5660,PH,San Cristobal,44.0,0,3,95000.0
5661,apartment,Almagro,78.0,1,4,187000.0
5662,house,Villa Santa Rita,130.0,0,5,360000.0
5663,apartment,Villa Devoto,67.0,12,3,159000.0
5664,apartment,Floresta,56.0,2,3,95000.0
5665,apartment,Saavedra,45.0,4,2,125000.0
5666,house,Parque Patricios,95.0,0,3,255000.0
5667,house,Capital Federal,660.0,0,4,950000.0
5668,apartment,Caballito,38.0,5,1,105800.0
5669,apartment,Caballito,38.0,4,1,105400.0
5670,apartment,Caballito,41.0,3,1,107000.0
5671,house,Capital Federal,113.0,0,3,195000.0
5672,house,Capital Federal,495.0,0,5,1250000.0
5673,house,Capital Federal,486.0,0,4,650000.0
5674,PH,Caballito,56.0,0,4,147000.0
5675,apartment,Balvanera,24.0,8,1,53000.0
5676,apartment,Almagro,31.0,1,2,77000.0
5677,PH,Velez Sarsfield,48.0,0,2,129500.0
5678,apartment,Capital Federal,65.0,1,3,230000.0
